Contig	Start	End	Strand	Length	PID	Gene	Synonym	Code	COG	Product	ket/xyl_E1004_01	ket/xyl_E1004_03	ket/xyl_E1004_04	propofol_E1004_05	propofol_E1004_06	propofol_E1004_08	input_E1004_13	input_E1004_14	input_E1004_15
CP009208	819042	820205	+	1164	AIK79441.1	-	VK055_0818	-	-	melibiase family protein	30.13051933	98.29566886	111.2774988	74.33026753	132.1442071	93.9668436	80.80491283	127.8227279	126.7424371
CP009208	820222	821544	-	1323	AIK79442.1	hipA	VK055_0819	-	-	serine/threonine kinase HipA	106.72936	74.65369661	52.83557577	16.64628075	26.84064306	62.2584634	48.37013106	67.08171345	62.104518
CP009208	821544	821783	-	240	AIK79443.1	-	VK055_0820	-	-	hipB Polypeptide	0	0	0	0	2.27961626	0	5.147258845	5.115791252	5.573482384
CP009208	822075	822401	-	327	AIK79444.1	uraH	VK055_0821	-	-	hydroxyisourate hydrolase	37.92997257	3.727779857	0	22.42623935	19.85472226	2.099413301	20.80056657	48.05961641	49.72704413
CP009208	822398	822898	-	501	AIK79445.1	-	VK055_0822	-	-	hypothetical protein	129.2246252	9.417549112	20.55660665	95.13811847	20.44301033	1.085903431	31.58865702	63.69520375	61.74260355
CP009208	822876	824255	-	1380	AIK79446.1	pbuX	VK055_0823	-	-	xanthine permease family protein	70.60557664	172.3607686	22.93505701	30.40258221	36.8415402	199.37187	45.26767368	57.06629114	62.53881532
CP009208	824601	825755	+	1155	AIK79447.1	-	VK055_0825	-	-	FAD binding domain protein	0	0	0	2.889979297	5.368128612	0	3.313988571	4.251150477	4.487739063
CP009208	825736	826659	-	924	AIK79448.1	-	VK055_0824	-	-	"bacterial regulatory helix-turn-helix, lysR family protein"	1.641990154	60.13497506	7.645019003	1.733987578	69.49152792	34.60412268	23.83251356	42.94382515	46.39743128
CP009208	826785	827822	+	1038	AIK79449.1	-	VK055_0826	-	-	rieske [2Fe-2S] domain protein	35.79538537	140.4784409	97.51646461	23.23543355	23.09030663	198.3583601	62.47221009	99.8660095	92.72247966
CP009208	827834	828808	+	975	AIK79450.1	-	VK055_0828	-	-	2Fe-2S iron-sulfur cluster binding domain protein	8.866746834	30.21463674	81.4619247	0	105.8183161	48.64847373	33.2809065	54.68852901	67.02655439
CP009208	828785	830023	-	1239	AIK79451.1	-	VK055_0827	-	-	sugar (and other) transporter family protein	30.13051933	4.022078267	51.81623991	0	21.54605045	33.95258062	59.79281508	108.5124173	107.4885888
CP009208	830129	831073	+	945	AIK79452.1	-	VK055_0829	-	-	"bacterial regulatory helix-turn-helix, AraC family protein"	98.92990681	36.49300281	48.24856437	7.051549486	16.61913789	143.2668594	123.9572746	247.0711014	249.720964
CP009208	831083	831838	-	756	AIK79453.1	-	VK055_0830	-	-	glyoxalase-like domain protein	83.65939837	21.48378391	62.43432185	458.8131132	36.91507621	125.7476174	66.13875064	104.5494804	116.2469183
CP009208	832015	832326	-	312	AIK79454.1	-	VK055_0831	-	-	cupin domain protein	18.30819022	4.610675086	10.78797126	36.52933832	4.706304536	42.42262739	20.3069938	24.57020869	27.43311459
CP009208	832348	832611	-	264	AIK79455.1	-	VK055_0832	-	-	hypothetical protein	0	4.708774556	71.18362138	9.941528783	0	1.013509869	19.88393143	20.5352184	22.07678087
CP009208	832893	833921	+	1029	AIK79456.1	-	VK055_0833	-	-	putative iron/ascorbate-dependent oxidoreductase	14.28531434	26.87925476	22.68022304	67.97231307	30.37037146	48.06932523	65.2221155	83.43783478	91.63673634
CP009208	833945	834751	+	807	AIK79457.1	-	VK055_0834	-	-	NLPA lipofamily protein	8.538348803	29.92033833	37.71542708	26.93460705	191.1936218	67.68798056	62.61323088	70.97259694	67.89514904
CP009208	834748	835539	+	792	AIK79458.1	-	VK055_0835	-	-	ABC transporter family protein	9.113045357	0	0.849446556	0	15.36902575	10.35227938	22.49281605	28.31698538	31.84847077
CP009208	835524	836195	+	672	AIK79459.1	-	VK055_0836	-	-	binding-protein-dependent transport system innermembrane component family protein	72.2475668	73.86890085	82.82103919	150.8569193	83.16922547	86.94466808	94.2723983	108.0080435	99.38170537
CP009208	836206	837279	-	1074	AIK79460.1	-	VK055_0837	-	-	nitronate monooxygenase family protein	171.0953741	14.91111943	61.5848753	0	134.2767513	54.58474582	41.31909155	40.99838341	40.89633178
CP009208	837354	838199	+	846	AIK79461.1	-	VK055_0839	-	-	"bacterial regulatory helix-turn-helix, lysR family protein"	0	0	0	0	0	0	8.461247416	9.366941728	12.37747387
CP009208	838196	839440	-	1245	AIK79462.1	-	VK055_0838	-	-	major Facilitator Superfamily protein	88.91376686	164.0223137	84.85971093	125.5407007	84.41933762	108.5179496	105.5540615	134.1634269	128.3348606
CP009208	839576	839983	+	408	AIK79463.1	-	VK055_0840	-	-	putative prolyl endopeptidase	9.113045357	1.667690989	0	0	8.236032938	24.54141755	14.59565179	13.6180922	18.74716802
CP009208	840172	841326	+	1155	AIK79464.1	-	VK055_0841	-	-	major Facilitator Superfamily protein	54.51407313	85.05224042	152.5606014	27.28140457	38.67994041	209.3621816	101.534969	111.898927	90.55099302
CP009208	841555	841845	+	291	AIK79465.1	-	VK055_0842	-	-	hypothetical protein	8.866746834	115.9535734	81.97159264	63.23274703	17.64864201	31.1292317	34.05652085	32.92840284	38.50769647
CP009208	842054	842815	+	762	AIK79466.1	tam	VK055_0843	-	-	trans-aconitate 2-methyltransferase	0	28.0564484	9.174022803	24.85382196	0	65.08181233	32.71682334	40.78222322	38.3629307
CP009208	842976	843296	+	321	AIK79467.1	-	VK055_0844	-	-	carboxymuconolactone decarboxylase family protein	0	0	0	0	0	9.917918007	4.230623708	3.09829611	5.645865272
CP009208	843344	843667	+	324	AIK79468.1	-	VK055_0845	-	-	4-oxalocrotonate tautomerase family enzyme	30.45891737	213.1701481	62.60421117	76.41105262	30.88512352	155.6461585	43.08185143	45.53774748	49.58227835
CP009208	844217	844411	-	195	AIK79469.1	-	VK055_0846	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	844416	845132	-	717	AIK79470.1	-	VK055_0847	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	845311	845490	+	180	AIK79471.1	-	VK055_0848	-	-	4-oxalocrotonate tautomerase family enzyme domain protein	0	0	0	0	0	0	0	0	0
CP009208	845701	846147	-	447	AIK79472.1	-	VK055_0849	-	-	acetyltransferase family protein	19.21128481	39.23978797	197.1565456	97.21890356	139.7919519	127.7022435	58.17107599	56.99423775	52.26044521
CP009208	846401	847852	-	1452	AIK79473.1	uxaB	VK055_0850	-	-	altronate oxidoreductase	39.3256642	259.9635953	357.871834	128.1994816	234.8740108	233.1796635	194.2561386	146.6286647	135.6455323
CP009208	847966	848496	-	531	AIK79474.1	-	VK055_0851	-	-	acetyltransferase family protein	61.73882981	1.961989398	0	0	27.06125108	15.78179654	29.26181398	28.24493198	26.92643438
CP009208	848574	849998	-	1425	AIK79475.1	-	VK055_0852	-	-	diguanylate cyclase domain protein	32.42930555	19.91419239	151.2014869	50.51683812	266.9357104	83.25259641	121.5599212	85.38327652	87.07661439
CP009208	850113	850460	-	348	AIK79476.1	-	VK055_0853	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	850482	851384	-	903	AIK79477.1	glsA	VK055_0854	-	-	glutaminase A	61.98512833	155.8800577	94.62834632	73.86787084	63.02035918	86.22073246	54.57504584	57.49861153	51.39185056
CP009208	851489	852877	-	1389	AIK79478.1	-	VK055_0855	-	-	putative succinate-semialdehyde dehydrogenase	10.18033896	73.67270191	73.47712708	5.086363563	15.58963378	32.57710294	41.31909155	59.73226687	56.6034185
CP009208	852979	853857	+	879	AIK79479.1	-	VK055_0857	-	-	"bacterial regulatory helix-turn-helix, lysR family protein"	5.500667017	6.572664485	20.38671734	0	7.206528821	3.547284543	22.06975368	39.55731545	36.77050716
CP009208	853811	854293	-	483	AIK79480.1	-	VK055_0856	-	-	putative acyl-CoA N-acyltransferase	31.27991244	43.3599657	21.74583183	220.7944183	48.2396215	26.85801154	39.76786286	57.28245134	52.62235965
CP009208	854438	855382	+	945	AIK79481.1	-	VK055_0858	-	-	L-lactate dehydrogenase	1.0672936	38.06259433	17.24376508	0	0	0	9.025330577	17.2207621	13.60798296
CP009208	855397	856158	-	762	AIK79482.1	-	VK055_0859	-	-	deoR-like helix-turn-helix domain protein	7.471055203	7.946057063	12.06214109	13.64070228	106.7007482	12.45169268	16.49943246	28.96546596	23.37967286
CP009208	856160	857122	-	963	AIK79483.1	pdxA	VK055_0860	-	-	4-hydroxythreonine-4-phosphate dehydrogenase	0	16.57881042	6.965461758	7.860743689	2.647296302	16.21615791	20.09546261	51.01380572	50.74040456
CP009208	857139	858374	-	1236	AIK79484.1	-	VK055_0861	-	-	hypothetical protein	44.25163466	3.923978797	5.181623991	0	8.383104955	25.4101403	9.377882553	34.65768439	37.78386759
CP009208	858549	859697	+	1149	AIK79485.1	-	VK055_0862	-	-	iron-containing alcohol dehydrogenase family protein	14.53161287	36.68920175	0	79.64782943	57.21101452	46.62145399	22.21077447	30.19037372	30.97987611
CP009208	859712	860596	+	885	AIK79486.1	-	VK055_0863	-	-	dihydrodipicolinate synthetase family protein	11.98652813	121.4471438	109.0689378	0	85.74298577	52.26815184	71.85009264	72.12545131	80.12785713
CP009208	860682	861632	+	951	AIK79487.1	gyaR	VK055_0864	-	-	glyoxylate reductase	271.338873	228.0812676	110.5129969	84.27179631	292.2320973	78.83658913	117.1177663	89.27416001	80.12785713
CP009208	861747	863015	+	1269	AIK79488.1	-	VK055_0865	-	-	sugar (and other) transporter family protein	155.5785671	119.3870549	30.91985463	44.27448284	22.13433852	323.0200741	85.67013009	67.08171345	67.09893727
CP009208	863061	863855	-	795	AIK79489.1	-	VK055_0866	-	-	"phenazine biosynthesis, PhzF family protein"	51.88688888	0	0	13.06270642	111.2599807	0	11.35217362	7.205339791	5.863013937
CP009208	864102	865256	+	1155	AIK79490.1	-	VK055_0867	-	-	ydeA MFS transporter	66.25430273	216.3093312	195.4576525	68.6659081	172.6625477	83.61456422	117.6113391	109.5932182	114.5821119
CP009208	865325	865993	-	669	AIK79491.1	marC	VK055_0868	-	-	inner membrane protein involved in multiple antibiotic resistance	21.34587201	22.56287808	109.4087164	0	115.3779971	33.228645	43.01134103	27.81261159	42.56113821
CP009208	866037	866165	-	129	AIK79492.1	-	VK055_0869	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	866255	866689	+	435	AIK79493.1	marR	VK055_0870	-	-	marR family protein	29.47372327	191.0977674	174.5612672	3.930371844	62.72621515	202.1952189	83.55481824	98.49699494	87.80044327
CP009208	866710	867084	+	375	AIK79494.1	marA	VK055_0871	-	-	"bacterial regulatory helix-turn-helix, AraC family protein"	4.104975386	111.5390973	46.97439454	18.4958675	93.53780266	46.62145399	81.86256875	78.03382993	79.25926248
CP009208	867125	867343	+	219	AIK79495.1	marB	VK055_0872	-	-	marB family protein	0	12.36053321	12.31697506	0	11.61868932	4.12643304	10.36502808	11.09622328	10.27837011
CP009208	867392	868291	-	900	AIK79496.1	-	VK055_0873	-	-	triose-phosphate Transporter family protein	0	0	1.274169834	10.51952464	84.78701766	11.43818281	17.3455572	30.26242712	18.45763647
CP009208	868487	869683	+	1197	AIK79497.1	-	VK055_0874	-	-	major Facilitator Superfamily protein	96.38482207	132.2380855	71.69328931	89.35815987	36.91507621	68.04994837	36.45387429	105.1259075	108.0676519
CP009208	869813	870295	+	483	AIK79498.1	-	VK055_0875	-	-	helix-turn-helix family protein	0	0	17.66848836	0	2.353152268	1.592658366	2.961436596	9.583101922	14.40419473
CP009208	870331	871029	-	699	AIK79499.1	urtE	VK055_0876	-	-	"urea ABC transporter, ATP-binding protein UrtE"	26.76443952	70.23922046	174.8161012	87.6241723	113.833741	57.98724324	71.49754067	120.5453347	107.4885888
CP009208	871039	871767	-	729	AIK79500.1	urtD	VK055_0877	-	-	"urea ABC transporter, ATP-binding protein UrtD"	16.17360302	0	0	4.161570188	2.132544243	1.882232615	13.32646468	25.29074267	30.11128145
CP009208	871836	872909	-	1074	AIK79501.1	urtC	VK055_0878	-	-	"urea ABC transporter, permease protein UrtC"	144.3309346	50.42312754	41.1132133	2.42758261	49.63680565	43.94289219	62.68374128	137.5499366	138.1065505
CP009208	872909	874459	-	1551	AIK79502.1	urtB	VK055_0879	-	-	"urea ABC transporter, permease protein UrtB"	19.86808087	7.847957594	28.28657031	19.53626005	9.04492903	55.38107501	29.89640754	85.45532992	83.45746999
CP009208	874545	875762	-	1218	AIK79503.1	-	VK055_0880	-	-	periplasmic binding domain protein	30.21261884	44.43905987	132.938386	164.8444191	60.81427893	38.51337504	60.42740863	95.83101922	89.17571815
CP009208	875988	877091	-	1104	AIK79504.1	-	VK055_0881	-	-	hypothetical protein	40.47505731	135.6715669	26.84251116	24.73822279	33.45888381	60.7381986	37.93459258	62.83056298	68.11229771
CP009208	877240	877638	-	399	AIK79505.1	-	VK055_0882	-	-	rhodanese-like domain protein	5.664866033	3.237282507	0	0	6.250560712	3.836858791	0	8.574354351	0
CP009208	877706	878803	+	1098	AIK79506.1	-	VK055_0883	-	-	"bacterial regulatory helix-turn-helix, AraC family protein"	13.38221976	2.060088868	7.984797625	10.05712795	3.750336427	1.520264804	9.025330577	28.82135916	27.93979481
CP009208	878769	878987	+	219	AIK79507.1	-	VK055_0884	-	-	hypothetical protein	8.620448311	20.40468974	28.79623824	21.73264432	16.91328193	21.71806863	16.92249483	37.39571351	32.78944831
CP009208	879040	879480	-	441	AIK79508.1	-	VK055_0885	-	-	acetyltransferase family protein	0	0	0	0	0	0	0	0.216160194	0
CP009208	879735	880799	-	1065	AIK79509.1	lacI	VK055_0886	-	-	lacI transcriptional repressor	2.216686709	0	74.32657364	0	5.147520586	3.764465229	8.672778602	28.02877179	38.86961091
CP009208	880996	884103	+	3108	AIK79510.1	lacZ	VK055_0887	-	-	beta-galactosidase	75.94204464	57.87868725	115.7795656	89.2425607	56.76979847	83.39738354	107.5283526	256.6542034	255.7287437
CP009208	884158	885423	+	1266	AIK79511.1	lacY	VK055_0888	-	-	lacY lactose MFS transporter	71.83706926	63.96085439	72.88251449	129.124275	66.10887153	153.6191388	88.06748352	111.9709803	120.30036
CP009208	885454	886542	-	1089	AIK79512.1	-	VK055_0889	-	-	recF/RecN/SMC N terminal domain protein	49.50600316	32.56902401	45.95505867	140.2217955	23.01677062	83.75935135	66.27977143	73.71062606	69.41518969
CP009208	886629	886868	-	240	AIK79513.1	-	VK055_0890	-	-	hypothetical protein	14.61371237	16.48071095	0.934391211	1.387190063	0	20.27019739	6.134404377	8.142033964	12.1603252
CP009208	887187	888047	+	861	AIK79514.1	bla	VK055_0891	-	-	beta-lactamase SHV-24	36.53428094	118.3079607	36.44125725	208.0785094	33.82656385	110.2553951	52.2482028	73.20625228	86.4251684
CP009208	888068	888829	-	762	AIK79515.1	-	VK055_0892	-	-	deoR C terminal sensor domain protein	3.201880801	0	20.30177268	5.201962735	10.00089714	5.646697844	15.58279733	23.27324752	29.02553813
CP009208	889375	889992	+	618	AIK79516.1	ygbJ	VK055_0893	-	-	3-hydroxyisobutyrate dehydrogenase	0	5.689769255	0	0	0.661824075	2.606168236	3.102457386	10.66390289	13.9698974
CP009208	890004	891269	+	1266	AIK79517.1	-	VK055_0894	-	-	putative tRNA synthase	0	2.550586218	0	4.045971016	0	2.099413301	0.705103951	16.13996113	15.77946961
CP009208	891289	891882	+	594	AIK79518.1	-	VK055_0895	-	-	class II Aldolase and Adducin N-terminal domain protein	26.10764346	60.62547241	21.91572114	0	9.706753106	31.63598664	20.37750419	26.94797082	23.52443863
CP009208	891887	892669	+	783	AIK79519.1	-	VK055_0896	-	-	hydroxypyruvate isomerase	163.3780204	227.5907702	140.9231836	89.47375905	84.2722656	127.9918178	98.15047003	132.6503055	125.2223964
CP009208	892727	894091	+	1365	AIK79520.1	-	VK055_0897	-	-	H+ symporter family protein	17.73349367	12.45863268	22.25549976	48.66725137	57.0639425	26.71322441	30.4604907	29.18162615	33.44089431
CP009208	894118	895044	-	927	AIK79521.1	-	VK055_0898	-	-	"bacterial regulatory helix-turn-helix, AraC family protein"	258.5313498	246.8182663	599.0297112	229.2331579	306.1304029	348.1406401	212.8708829	170.9827132	177.1933101
CP009208	895355	895966	+	612	AIK79522.1	-	VK055_0899	-	-	"bacterial regulatory, luxR family protein"	3.858676863	19.12939663	13.93092352	12.83150808	37.50336427	211.606382	29.40283477	23.27324752	20.91865466
CP009208	896517	897734	+	1218	AIK79523.1	ycgF	VK055_0900	-	-	blue light-responsive regulator of YcgE	63.46291947	83.09025102	42.89705107	48.32045385	51.98995792	14.40631886	34.19754164	22.33655335	28.73600658
CP009208	897755	898267	-	513	AIK79524.1	-	VK055_0901	-	-	competence/damage-inducible CinA C-terminal domain protein	28.40642967	27.56595105	81.20709074	67.8567139	136.9240476	16.57812572	36.66540547	24.64226208	31.77608788
CP009208	898433	898906	-	474	AIK79525.1	-	VK055_0902	-	-	hsp20/alpha crystallin family protein	0	22.56287808	22.34044442	0	35.076676	16.50573216	20.16597301	15.99585434	15.77946961
CP009208	899727	899849	+	123	AIK79526.1	-	VK055_0903	-	-	hypothetical protein	5.582766525	27.36975211	1.868782423	12.83150808	56.03443838	137.6201615	5.711342006	4.034990283	0
CP009208	899923	900552	+	630	AIK79527.1	-	VK055_0905	-	-	"bacterial regulatory, luxR family protein"	2.627184247	242.0113923	30.58007601	2.774380125	19.92825827	16.07137079	21.7877121	15.56353395	12.81177119
CP009208	900549	900671	-	123	AIK79528.1	-	VK055_0904	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	900726	900854	-	129	AIK79529.1	-	VK055_0906	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	901026	901700	+	675	AIK79530.1	-	VK055_0907	-	-	hypothetical protein	15.9273045	0	61.5848753	29.36218966	144.7188645	8.542440328	23.05689921	12.39318444	16.50329849
CP009208	902891	903007	+	117	AIK79531.1	-	VK055_0908	-	-	hypothetical protein	6.48586111	8.730852823	1.189225178	9.016735408	2.206080251	27.5095536	3.596030152	2.089548539	2.605783972
CP009208	903085	905130	-	2046	AIK79532.1	-	VK055_0909	-	-	peptidase M3 family protein	114.0362162	12.36053321	175.0709352	28.66859463	105.524172	108.3731625	222.530807	175.3779705	177.9895219
CP009208	905261	906010	+	750	AIK79533.1	-	VK055_0910	-	-	polysaccharide biosynthesis family protein	0	28.35074681	66.00199739	0	6.765312771	22.00764288	17.27504681	9.078728136	7.672586139
CP009208	906102	906788	+	687	AIK79534.1	-	VK055_0911	-	-	putative DNA-binding transcriptional regulator	45.23682876	0	14.78037007	17.22427661	41.2537007	85.93115821	55.139129	43.59230573	44.94977351
CP009208	906839	907270	-	432	AIK79535.1	-	VK055_0912	-	-	universal stress protein UP12	16.33780204	5.101172436	6.54073848	72.36508161	56.54919044	12.52408624	17.76861957	15.41942715	13.75274874
CP009208	907535	908998	-	1464	AIK79536.1	-	VK055_0913	-	-	mannitol dehydrogenase Rossmann domain protein	280.1235204	207.9708762	190.5308625	171.8959686	333.559334	265.3224051	187.4166303	148.5741065	147.5887088
CP009208	909262	910545	-	1284	AIK79537.1	-	VK055_0914	-	-	L-galactonate MFS transporter	178.8948273	149.0130948	54.78930285	76.52665179	229.5058821	121.1144294	113.1691842	84.87890274	80.77930313
CP009208	910659	910985	-	327	AIK79538.1	ynfA	VK055_0915	-	-	inner membrane protein	37.35527601	62.19506393	12.91158765	21.61704514	21.25190642	39.96124628	30.88355307	18.51772326	34.01995741
CP009208	911130	911471	+	342	AIK79539.1	-	VK055_0916	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	911550	912110	+	561	AIK79540.1	-	VK055_0918	-	-	acetyltransferase family protein	46.46832137	105.2607312	21.83077649	52.94442073	40.00358856	105.9841749	67.61946894	57.85887852	62.90072976
CP009208	912104	912727	-	624	AIK79541.1	-	VK055_0917	-	-	hypothetical protein	80.62171658	7.357460244	28.71129359	4.508367704	16.17792184	52.70251321	16.28790128	12.24907764	15.12802361
CP009208	912916	913185	+	270	AIK79542.1	-	VK055_0919	-	-	hypothetical protein	0.656796062	0	54.27963492	0	24.19334676	26.85801154	20.09546261	36.17080575	29.17030391
